"Video Explanation","FFF-Video","Exercise Name","Exercise Description","Repetitions","Sets","Load","Recovery Time","Type","Muscle Group","ID","Created Date","Updated Date","Owner"
,,"Slow Load & Unload","Stand with your feet slightly wider than shoulder-width. Shift your bodyweight into your right leg by bending the knee and sitting your hips back and down, keeping your left leg straight. Stay in that loaded position briefly. Then guide your body back toward the middle using the pressure from your right leg. Move with control. Let your left leg take the weight as you return. Repeat the same movement in the opposite direction. Focus on how you enter the loaded position and how you leave it. Each phase should be smooth, clear and grounded.","12 (6 each side)","1","'-","'-","[""Prehab""]",,"1473000c-2003-439a-a5f5-facb138eab52",2025-07-16T18:45:55Z,2025-07-16T18:45:59Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Torsonator Split Jerk","Start in a split stance with the Torsonator bar (or landmine) held at shoulder height, gripping it with both hands. Engage your core and keep your chest upright as you drop into a slight dip by bending both knees. Explosively extend your hips and drive the bar upward, simultaneously jumping into a deep split stance, landing with your front knee bent at 90 degrees and your back knee hovering just above the ground. Maintain stability, ensuring your hips stay square and the bar moves in a straight path. Hold briefly, then reset back to the starting position before repeating.",,,"'-","90s","[""Deceleration""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Shoulders"",""Core""]","151118ec-a4a5-4b24-b0c0-424f5125dcb1",2025-01-23T21:21:08Z,2025-02-05T08:40:36Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Dumbbell Farmer
Carry","Hold a dumbbell in each hand at your sides with a firm grip. Walk forward slowly to cover the distance, then turn to repeat the opposite direction. Keep your shoulders back, chest up, and core engaged. Maintain a steady pace, ensuring your posture stays upright throughout the movement.","4x10m","3","30kg (2x15kg)","Full","[""Strength-Speed"",""Hypertrophy/Isolation"",""Stability""]","[""Grip Strength"",""Core"",""Shoulders"",""Upper Back""]","1557e6f2-7708-40f2-a026-936ec763cf62",2025-01-16T09:15:35Z,2025-02-05T08:32:22Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Leg Press","Position yourself on the leg press machine with your feet shoulder-width apart on the platform. Ensure your lower
back and head are against the back pad. Release the safety levers and bend your knees to lower the platform, keeping
your feet flat. Drive through your heels to push the platform back to the starting position, fully extending your legs
without locking your knees.","3","4","80kg*","Full","[""Max Strength""]","[""Glutes"",""Quadriceps"",""Hamstrings""]","15e5d068-48c1-4271-9033-4af8934647b7",2025-02-05T09:56:27Z,2025-02-11T04:23:35Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Cable Power Press","Stand with your feet hip-width apart and hold a cable handle at shoulder-height while facing away from the machine. Drop into a half squat, then immediately drive outwards, pushing the cable out in front of you in a fast, explosive motion. Step one foot forward as you press, finishing in a staggered stance with your core braced and arms fully extended in front. Return the handle back to your shoulders with control.","5","3","24kg*","75s","[""Max Power"",""Speed-Strength""]","[""Chest"",""Triceps"",""Core""]","167e83b9-b7f3-4914-8a3e-06793c5d7e6f",2025-02-03T21:41:26Z,2025-02-05T08:33:48Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Drop Jump + Box Jump","Set two boxes up with one to two metres between them. Start atop the shorter box of the two (check the heights above). Step off this box to land on the ground below with a slight bend at the knee and sinking in towards a half-squat. From there, focus on jumping as high as possible to land on the taller box in front.","4","3","20"" - 40""","75s","[""Max Power""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","17ef2e41-ebba-429a-ae37-ef0ced73b593",2025-02-03T21:27:13Z,2025-02-05T10:52:05Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Battle Rope Waves","Hold one end of a battle rope in each hand with feet shoulder-width apart and knees slightly bent. Generate rapid, alternating waves by lifting and lowering each hand in a fluid rhythm. Keep the core braced and avoid excessive upper body movement. Maintain continuous motion at full pace throughout the set, focusing on consistent wave size and speed.","60s","3","'-","60s",,,"182f31a6-3ac9-4f7e-ad26-b272976573d6",2025-05-21T12:30:56Z,2025-05-21T12:31:42Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Smith-Machine Heel-Elevated Squat","Stand with your heels elevated on small weight plates or a wedge board  and your toes flat on the ground. Position your feet shoulder-width apart and keep your chest upright. Place the barbell across your shoulders behind the neck and lift into the starting position. Brace your core and initiate the squat by bending your knees and lowering your hips down and back. Focus on keeping your knees tracking over your toes and your heels rooted into the plates. Descend until your thighs are at least parallel to the ground, then push through your midfoot and heels to return to standing. Maintain a neutral spine and avoid allowing your torso to collapse forward.","5","3","80kg*","Full",,,"18b83b30-5e4f-4a81-a445-045cdf1e172f",2025-04-21T17:38:59Z,2025-04-21T17:41:38Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Side-Lying Abductor Raises with Dumbbell Over Leg","Lie on your side with your bottom leg extended straight and your top leg bent at the knee, with the foot placed flat in front of your lower thigh. Keep your core engaged and torso stable as you lift your bottom leg off the ground, squeezing your inner thigh at the top. Lower back down slowly and under control, avoiding any twisting of the hips.","12 (6 each side)","3","10kg","90s",,,"18b8618e-b3c2-4c2c-a1a9-b15ec62f0159",2025-03-07T13:07:54Z,2025-03-07T13:07:54Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Sprint Arc with Midline Break Exit","Set up an bending arc to follow with cones, e.g. sprinting onto and then along the defensive line. At any point along the straighter portion of this line, 90° turn in either direction imitating a run in behind or dropping to feet. Focus on good mechanics and applying a burst to break free in the new direction.","4 (2 each side)","3","'-","Full",,,"18dae03d-c3cb-439b-8c27-ef86fa08f408",2025-04-21T15:55:26Z,2025-04-21T16:11:20Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Standing Adductor Stretch","Stand with your feet wider than shoulder-width apart. Shift your weight to one side by bending the knee and keeping the opposite leg straight. Hold briefly, then switch sides. Keep your chest upright and core engaged.","8 (4 each side)","1","'-","'-","[""Pre-Training""]","[""Adductors"",""Hip Mobility""]","19236ce7-d102-4a0d-8787-c4bb4a1ee244",2025-01-16T09:15:26Z,2025-02-05T07:11:15Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Back Extensions","Lie face down on a back extension machine or floor. Engage your glutes and lower back, lifting your torso upwards until aligned with your lower body. Lower under control before repeating.","12","3","'-","45s","[""Strength-Speed"",""Prehab / Injury Prevention""]","[""Lower Back"",""Glutes"",""Hamstrings""]","19527f70-ac02-4a99-bd58-04d55cbfca03",2025-02-05T11:37:38Z,2025-02-18T20:53:56Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Nordic Hamstring
Curls","Kneel on a soft surface with your feet anchored under a heavy object or held by a partner. Slowly lower your torso forward while keeping your hips extended, using your hamstrings to resist gravity. When you can no longer control the descent, catch yourself with your hands and push back to the start position.","6","3","'-","60s","[""Prehab""]","[""Hamstrings"",""Glutes""]","19577a87-93a9-4361-a8b9-83096c11d9b8",2025-01-16T09:15:34Z,2025-02-05T07:02:45Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Supine TRX Row","Hold the TRX handles with an overhand grip, keeping your body in a straight line. Pull yourself up towards the handles, squeezing your shoulder blades together, then lower under control.","12","3","'-","60s","[""Strength-Speed"",""Stability / Balance""]","[""Upper Back"",""Lats"",""Core""]","19aae1b1-0ae6-44f8-890b-15531e537189",2025-02-05T11:33:50Z,2025-04-04T21:18:06Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Barbell Curl to Overhead Press","Stand tall holding a barbell at your thighs with a shoulder-width underhand grip. Curl the bar towards your shoulders without swinging or leaning back. Once the bar reaches chest level, rotate your grip as needed and press the bar overhead in one smooth motion. Lower the bar back to the chest and reverse curl back to the start. Keep elbows close and posture solid throughout.","5","3","60% 1RM","60s",,,"1b24a0ce-df38-4ea5-bda7-d2e69e52a367",2025-04-20T21:15:27Z,2025-04-20T21:16:04Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Turkish Get-Up","Lie on your back holding a kettlebell or dumbbell in one hand with your arm fully extended above your shoulder. Bend the same-side knee, placing your foot flat on the ground while the other leg remains straight. Press through your heel and elbow, rolling onto your opposite forearm before transitioning onto your hand. Engage your core and glutes as you lift your hips high into a bridge position. From here, sweep your straight leg under your body into a half-kneeling position, keeping the weight locked overhead. Drive through your front foot to stand up tall, then reverse the movement back down to the starting position. Keep your eyes on the weight throughout to maintain balance and control.","4 (2 each side)","2","8kg","60s","[""Mobility"",""Hypertrophy/Isolation""]","[""Core"",""Shoulders"",""Glutes"",""Hip Stabilisers""]","1c0a6d07-87ac-4041-a91e-b095e0b9ca47",2025-01-23T19:20:51Z,2025-02-05T07:15:52Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Goblet Squat","Hold a dumbbell or kettlebell at chest height, keeping your elbows tucked in. Stand with your feet shoulder-width apart, then lower into a deep squat, ensuring your knees track in line with your toes. Keep your chest lifted and core engaged, then drive through your heels and midfoot to return to standing.","5","3","70+% 1RM","Full","[""Strength-Speed""]","[""Quadriceps"",""Glutes"",""Core""]","1c5837ad-80ce-4658-9617-b5052a14d271",2025-01-23T15:26:37Z,2025-02-05T05:38:20Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Dumbbell Thruster","Hold a dumbbell in each hand at shoulder height. Perform a full squat, keeping the chest tall and heels grounded. As you drive up from the bottom of the squat, press both dumbbells overhead in one fluid motion. Lock out fully at the top, then lower the dumbbells back to shoulder height and repeat. Maintain a strong core and do not pause between squat and press phases.","5","3","28kg (2x14kg)","45s",,,"1c918666-a926-434e-b012-1751245faa22",2025-05-21T12:25:14Z,2025-05-21T12:25:15Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Rear Delt Flies","Hold a dumbbell in each hand, hinge slightly at the hips, and raise your arms out to the sides with a slight bend in the elbows. Lower under control and repeat. Avoid excessive swinging.","5","3","36kg (2x18kg)","75s","[""Hypertrophy / Isolation""]","[""Rear Delts"",""Upper Back""]","1cc4a6ac-46fb-4df6-8ddf-2d588195cb0f",2025-02-05T11:35:55Z,2025-06-13T15:19:32Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Standing Long Jump to Shooting Position","Stand tall with your feet hip-width apart and arms extended behind you. Perform a maximal jump by swinging your arms forward and explosively pushing off both feet. Land softly on one foot with a bend at the knee, coordinating your body to retain balance while the non-standing leg extends back into a loaded up shooting position. Hold momentarily to establish control and alignment before resetting.","10 (5 each side)","3","'-","60s",,,"1cdc5aa7-64fc-4174-a3c8-0ce0971944b5",2025-04-21T17:39:51Z,2025-04-21T17:41:38Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Drop Jump Repeated","Starting from a box, step off to land on the ground with both feet at the same time. Your aim is to immediately leap back up vertically. When you land again, repeat the same fast vertical jump.
Repeat this one more time for a total of 3 vertical jumps before finishing with a controlled landing.
Stiffen the body with each leap. While you want to keep as much height vertically, it is most important to spend little time on the ground and allow the existing energy to contribute to height rather than trying to add more.","5","4","'-",,"[""Max Velocity""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","1d4ee0bd-f3f0-4b81-985e-33ae1b0d4d93",2025-02-05T09:06:34Z,2025-02-05T10:52:27Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Kneeling Jump","Start in a tall kneeling position with your hips fully extended and core engaged. Explosively drive through your hips, using your arms for momentum, to jump into a standing position with both feet landing firmly on the ground. Absorb the landing softly and reset before repeating.","5","4","'-","90s","[""Max Power""]","[""Glutes"",""Quadriceps"",""Core""]","1d7130cc-f8a5-4344-97a1-9af1e01a6c70",2025-01-23T15:34:45Z,2025-02-05T05:46:33Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Wicket Drills","Set up mini hurdles or cones spaced evenly in a straight line, typically 1.5 to 2 meters apart. Begin by sprinting through the wickets with an emphasis on high knee recovery and proper foot placement. Each step should be quick, controlled and directly under the hips, ensuring the foot lands beneath the body rather than reaching forward. Focus on tall posture, active arm drive and maintaining stiffness through the ankles and lower legs to generate efficient ground contact. Avoid excessive vertical movement and aim for a rhythmic, consistent stride pattern. ",,,"'-","Full","[""Acceleration""]","[""Glutes"",""Hamstrings"",""Quadriceps"",""Calves""]","1dd14ad4-4d16-4e61-8737-8da2da79cc14",2025-01-23T21:09:34Z,2025-02-05T08:37:54Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Heel-to-Toe Walks","Step forward onto your heel, roll through your foot and push off with your toes. This engages the entire foot and improves ankle range of motion. Land on the other foot to continue the walking motion with the same process from heel through to toe.","2x10m","1","'-","'-","[""Pre-Training""]","[""Calves"",""Tibialis Anterior"",""Foot Stabilisers""]","1e65fa8b-8ccb-4789-ae27-197bae18c5e3",2025-01-29T07:36:07Z,2025-02-05T05:39:15Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
